id,comment,category,replies,topic,title,date,time,political,religion,racism,find_abusive,find_abusive_reply
UgjSua14_9CJmXgCoAEC,"Absolutely a perfect Trump tangent at 3:15 - 3:40! Lmaoooo...Alec Baldwin's portrayal of Trump is so good, that he actually pissed Trump off (of course, he Tweeted his anger). HE DESERVES AN OSCAR!!!","[('anger', 'svp')]",['Amandabillings Beam they both are'],political,donald trump vs. hillary clinton third debate cold open - snl,10/23/16,14:36:14,1,0,0,0,0
UgxV-9BVvHaxzAQEQIh4AaABAg,"She only wanted to make some money to go to Disneyland... She probably couldn't get that money so she found a way to be PRODUCTIVE so she started selling water... The some woman comes up to her calling the police on her (the little girl is 8 year old) saying ""she dosent have a permit to sell water here""","[('go', 'cds')]",['Looks like you fell for the crocodile tears'],racism ,woman who called police on black girl selling water,2/17/19,15:51:46,0,0,1,0,0
Ugyx8oEn9exPQxSkqBB4AaABAg,This should become a capital crime,"[('crime', 're'), ('crime', 'cds')]",['Tammy_buoy 33 No . Google this guy if interested = Shayne Holland . Security was there because of him fighting a week earlier . Then he got arrested elsewhere a month later for Trespassing .'],racism ,black man asked to leave his own pool,12/15/18,6:52:40,0,0,1,0,0
UgzkkHPQC9QE9RCFnMt4AaABAg,"When I visit the UK, I will never shop at John Lewis stores ever again because of multiple experiences like this at 2 different locations!","[('different', 'om')]",['I agree . Sorry .'],racism ,black customer racially profiled in high end store,9/2/18,21:13:46,0,0,1,0,0
UgjU3rru8B7CXXgCoAEC,I love this video man 😂😂😂,"[('love', 'asm')]","[""Dee Syfert I 'll be honest I am afraid of this as well but the alternative could be worse . Hillary can not be trusted either .""]",political,donald trump vs. hillary clinton debate cold open - snl,10/6/16,11:14:24,1,0,0,0,0
UgzCQr-gWZHF1LkcFqp4AaABAg,The human race includes people of all skin color.  The problem is with people who only have one eye.  How can you tell if a lawyer is well hung?  You can't get your finger between the rope and his neck.,"[('race', 'ps'), ('people', 'cds'), ('people', 'cds'), ('problem', 'cds'), ('people', 'cds'), ('people', 'cds'), ('can', 'om'), ('can', 'cds'), ('lawyer', 'pa')]",['@ Nicole you SPEAK as you ARE one so thank you for letting us know YOU ARE ONE .'],racism ,racism accusation sparks fury at cohen hearing,2/28/19,12:56:12,0,0,1,0,0
Ugywo5TbHsPQ816_maV4AaABAg,I call fake! 2:15,"[('fake', 'dmc'), ('fake', 'dmc'), ('fake', 'dmc')]","['They accept food stamps ?', 'J. Montrice she should learn to forgive']",racism ,woman who called police on black girl selling water,10/23/18,21:17:02,0,0,1,0,0
UgwHf6EMihCwhn0sv1R4AaABAg,I learned a lot from this video...Thank you so much,"[('lot', 'cds')]","[""`` My suggestion : learn Arabic to a proper Arabic expert and study The Holy Quran '' _The Generous Quran : An Accurate , Modern English Translation of the Qur'an , Islam 's Holiest Book_ by Usama K. Dakdok , xiii https : //www.amazon.com/Generous-Accurate-English-Translation-Holiest/dp/098241370X/ This translation is also as faithful as is possible to the numerous grammatical errors occurring throughout the Arabic text . The reader will , therefore , find tense changes multiple times in the same sentence , gender confusion , and grammatically incorrect sentence construction . `` What Is the Koran ? '' ( Jan 1999 issue ) , https : //www.theatlantic.com/magazine/archive/1999/01/what-is-the-koran/304024/ GERD-R. Puin speaks with disdain about the traditional willingness , on the part of Muslim and Western scholars , to accept the conventional understanding of the Koran . `` The Koran claims for itself that it is _'mubeen , ' _ or 'clear , ' '' he says . `` But if you look at it , you will notice that every fifth sentence or so simply does n't make sense . Many Muslims—and Orientalists—will tell you otherwise , of course , but the fact is that a fifth of the Koranic text is _just incomprehensible._ This is what has caused the traditional anxiety regarding translation . If the Koran is not comprehensible—if it ca n't even be understood in Arabic—then it 's not translatable . People fear that . And since the Koran claims repeatedly to be clear but obviously is not—as even speakers of Arabic will tell you—there is a contradiction . Something else must be going on . ''""]",religion,the scientific mistakes of the quran,7/11/19,8:57:38,0,1,0,0,0
Ugx_jHdjiE5r00Us6xx4AaABAg,"Islam = Religion of hate, murder, and sin its self. Islam needs to be stopped","[('murder', 're')]","['@ Mani sood Cheers !', 'Minä N i too appreciate your views bro . Cheer !', '@ Mani sood I undeestood that , i just wanted to point out that its abrahamic religions , not just islam . Also we believe that all came from God and that we humans need to be gratefull to God and respect Gods Creations . What we do in this life does reflect on the next one wich is eternal . This is only a test for us amd for us to pass we need to show thanks to ht eone and only god that created us . I respect your views btw , not here to trash them . I do find it cool what you wrote .', ""Minä N its not an organization which offer this and that . Whatever you get in your life is an offer and you can improve your current and next life by helping others and spreading positive energy . We cant compare two diff . Religions because a real follower to the creator will never find limitation in other 's religion because the same god is in other religion as well . We humans ( hindu ) feel the source which give us life is our god . We beleive water has a memory and it teach you the same way as you treat it . Every thing which help in making this life and emotional intelligence is god"", 'So basicially in reality is your religion offers these things and other abrahamic religions offer that . Got it .']",religion,the differences between islam and hinduism,2/25/19,2:10:26,0,1,0,0,0
UgwqRtyKDD-fCjWOixt4AaABAg,"fat woman at 0:42 is the classic muslim. Uneducated slob that sets back humanity by 50 years.
Also it's 3 years later now, wonder how Egypt is doing.","[('slob', 'an'), ('slob', 'cds'), ('set', 'cds'), ('do', 'asm')]",['TH3K1NGQ8 hope you ’ re safe'],religion,atheism in egypt: the challenges facing non-believers? bbc news,8/21/17,13:30:50,0,1,0,0,0
Ugyp2phSOmbLEmvte2l4AaABAg,If I ever saw her and bugs me she'll meet by buddies Smith & Wesson.,"[('bug', 'an')]",['have you seen videos of her kicking white residents out ? it seems like all evidence point to you being wrong .'],racism ,black man asked to leave his own pool,1/12/19,15:00:12,0,0,1,0,0
Ugy_mANfAGo6Zhv-tcl4AaABAg,Why would you say something like that at a graduation? you are there to influence. Mistakes happen with forgetting speeches and stuff like that but thats no excuse to say something like that.,"[('stuff', 'cds'), ('stuff', 'ddp')]",['Fantastic Films Lmao what counts as a white school'],racism ,racial remark during high school graduation shocks crowd,12/2/19,13:57:55,0,0,1,0,0
UgzSoCT8RK7dlLye4F14AaABAg,The things people do for attention.,"[('people', 'cds'), ('people', 'cds'), ('do', 'asm')]","['Angelita Ellison .I read your statement and I misunderstood . I stand corrected . Peace and abundance sister', 'dameyale royster I said a few things . Which statement do you want me to explain ?', ""My apologies I did n't fully read your statement . I stand up . Peace and abundance sister"", ""Angelita Ellison you still did n't explain your statement which you do n't have to but I 'm still lost by what you are truly to convey.help me understand"", ""dameyale royster I thought I made it clear that I am black . All day everyday . My parents too and their parents . I 've heard stories of the racism my family has experienced . I know I have been the victim of institutionalized racism as many non white people have been . Everything I say comes from experience , family history and education . I do n't make `` ill informed '' comments .""]",racism ,kanye west ignites a debate about racism,4/26/18,13:26:48,0,0,1,0,0
UgxreL62Zuux_3U37hF4AaABAg,After 19 years finally at last graduation.8 more years for an associate degree.,"[('degree', 'cds')]","['She said “ Looks who leaving , all the black people . ”']",racism ,racial remark during high school graduation shocks crowd,12/23/18,3:39:08,0,0,1,0,0
Ugyf07f3fWPvBQGHIV14AaABAg,I bet she is going to recommend these two officers for a well deserved promotion for doing their jobs - that’s why she asked for their information.,"[('go', 'cds'), ('officer', 'cds'), ('officer', 'cds'), ('do', 'asm')]","['sufian bear welp , hey . you met another AMERICAN who doesn ’ t know what a yellow bone is', 'R.I.P Officers 😷🙏', 'Mooch M Google her name . Aramis Ayala . She very much qualifies as a yellow bone or ‘ red bone ’ as you say . She is very light skin . This vid doesn ’ t do her skin color any justice . ***Yellow bone must be southern terminology . I have never met any African American who didn ’ t know what yellow bone is . This a news to my 👂', '@ sufian bear my country is United States , where the incident occurred ... . & no I have never heard that before ... either way , shorty still not light enough to qualify .', 'Mooch M In my country , people use yellow bone often . Must not be common where you are from .']",racism ,police pull over florida state attorney,6/16/19,23:39:39,0,0,1,0,0
Ugwkr4eGXaBuWyKD69d4AaABAg,Why would anybody care anyway what this creature thinks about anything????,"[('creature', 'an'), ('creature', 'ddp')]","[""I think he is trying to make figured it out by staying in a `` grey '' zone and its a good approach .""]",religion,richard dawkins: 'somebody as intelligent as jesus would have been an atheist',5/6/18,7:51:08,0,1,0,0,0
UgytY5DtVwSi569C_zZ4AaABAg,"so, whats the problem?","[('problem', 'cds')]",['Ruther Barrios 🤣🤣'],racism ,police pull over florida state attorney,7/13/19,4:36:55,0,0,1,0,0
Ugzh-72uOtLs-H1vW-h4AaABAg,Not gonna lie he dont even look close to being 'black' 0:47,"[('lie', 'qas'), ('lie', 'cds'), ('lie', 'cds'), ('lie', 'dmc')]","['@ Jorrel Doe its already been proven statistically that 34 % of americans have some racist feelings , so its fair to say that at least 15 % or so are legitimately racist', ""Pardon my opinion , but unless proven statistically , saying the majority of any race is `` x '' will always be biased towards what you would selectively remember ."", 'not nearly the majority of white people are racist its like 25 % , if that']",racism ,black man asked to leave his own pool,12/11/18,20:48:09,0,0,1,0,0
UgwXEV-991RmdPvSkkd4AaABAg,Ironic that the Dems are the ones who can’t accept the results.  Trump 2020,"[('can', 'om'), ('can', 'cds')]","['thank you . red pill daily .', ""Trump is not your typical seasoned politician , or upper class champagne socialist ( do as I say attitude ) etc etc Trump is just Trump . That is what the left do n't understand , until they do , he 'll win again .""]",political,donald trump vs. hillary clinton third debate cold open - snl,7/13/19,17:24:48,1,0,0,0,0
UgyUvkhOeyrNg0AuFr94AaABAg,U people have no idea what is islam if u know u would love to die for islam ..  ❤️❤️❤️u poor non muslim peoples 😂,"[('people', 'cds'), ('people', 'cds'), ('know', 'asm'), ('love', 'asm'), ('die', 'cds'), ('poor', 'qas'), ('poor', 'is'), ('poor', 'is'), ('poor', 'is'), ('people', 'cds'), ('people', 'cds')]","[""You can not force someone to wake up before sunrise and perform daily prayers . You can not force someone to believe inside him that there 's only one god . Salvation in Islam is in the inner self . You can not force Islam , really sorry .""]",religion,the differences between islam and hinduism,3/9/19,7:54:17,0,1,0,0,0
UgxljyEXvxuFIc-Z3HF4AaABAg,"There is no god, Only Allah...☝🏼
Allah Hu Akbar ❣️","[('god', 'cds')]",['What ’ s there to sugar coat ? ? ?'],religion,"islam, judaism, and christianity - a conversation",5/19/19,4:09:50,0,1,0,0,0
UgxR_f6jcgnjrMtdgpt4AaABAg,She a state attorney so what.... the guy should of kept his composure and told her what she did wrong.,"[('attorney', 'pa'), ('do', 'asm'), ('wrong', 'is')]",['Was that a nervous smile on her face ?'],racism ,police pull over florida state attorney,4/29/18,10:53:59,0,0,1,0,0
Ugz9lrhMIpYR_vY4dWp4AaABAg,carlos marin chayotero se ve que no traga a amlo voto masivo  para morena,"[('se', 'cds')]","['Se le ve agresivo , la mirada llena de odio , como perro a punto de atacar . Lamentable actitud para un periodista que debería mostrarse objetivo e imparcial . No tiene que estar de acuerdo con lo que plantea AMLO pero hay maneras ...', 'El tono despectivo de sus comentarios', 'Uno sereno , amlo , y el otro con cara de chayote a punto de colapsar , marin']",political,revive el debate de andrés manuel lópez obrador,3/23/18,4:11:44,1,0,0,0,0
UgwQOcr9xAuER9_eiCh4AaABAg,Those 2 women can go to HELL.......Whats wrong with a black person swimming in pool,"[('can', 'om'), ('can', 'cds'), ('go', 'cds'), ('wrong', 'is'), ('black', 'dmc'), ('black', 'ps'), ('black', 'ps')]",['Nothing is worse than this comment'],racism ,black man asked to leave his own pool,12/12/18,20:40:39,0,0,1,0,0
Ugx_wDNaKAiDOJF7PcB4AaABAg,This is fake. The real Jews or Hebrews are the chosen people of God. The so called blacks in America.,"[('fake', 'dmc'), ('fake', 'dmc'), ('fake', 'dmc'), ('people', 'cds'), ('people', 'cds'), ('black', 'dmc'), ('black', 'ps'), ('black', 'ps')]","['@ Muhammad Al-Shehri So ex Muslims must also be on the right path ?', 'There is difference between the person who seeks to the right path and the person want to follow his family only ? If you was born as jew or hindu ? Will you be a jew or hindu person ? Just think in this situation 😇🌹♥️']",religion,"islam, judaism, and christianity - a conversation",11/4/19,3:02:47,0,1,0,0,0
UgzXdl5v-HGTH08BqvF4AaABAg,"it's not because you're black lady, ti's because that's how the cops roll. run random tags. stop race baiting.","[('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('lady', 'om'), ('cop', 'cds'), ('cop', 'cds'), ('race', 'ps')]","['Rubbing fingers together is just a simple gesture many folks ( including myself ) do when asking someone for something . No big deal . There was a follow up and it was determined the cops did nothing wrong , and Ms. Ayala publicly admitted it .', 'I just saw it today .', '@ nonya bidness Watch the video again ! The cop explained to her why ! 🤯', 'TheBritFix sis I ’ m here for it until I ’ m old gray and fading away lol', 'Yes lol the finger rub is everything']",racism ,police pull over florida state attorney,6/15/19,4:08:12,0,0,1,0,0
Ugz0413RHJIBdIMe-Ex4AaABAg,"""Their ripping babies out of vaginas."" lol","[('rip', 'dmc'), ('baby', 'asf'), ('baby', 'cds'), ('vaginas', 'asf')]",['lol pardoning a turkey who got a subpoena from Adam Schiff ? The left takes the joke seriously and writes an article fact-checking the turkey ? LMAO'],political,donald trump vs. hillary clinton third debate cold open - snl,11/4/19,23:53:00,1,0,0,0,0
Ugwf-aGk8N91ciuhuEJ4AaABAg,I just simply love watching this kind of conversation. Full of knowledge from start to end. Amazing.,"[('love', 'asm')]","['The first commandment is God is one , not three in one ! and you know that Christians believe that Jesus aborted the commandments with his crucifixion ! what abraham god do you speak', 'What differs in Islam in the first commandment ?']",religion,"islam, judaism, and christianity - a conversation",7/15/19,17:19:44,0,1,0,0,0
UghdVYtKBHDJ2XgCoAEC,"President Trump!!! you will all see the will of the people, not the sheeple","[('people', 'cds'), ('people', 'cds')]","['ok ...', ""They have no NEED for a front ! Foreign countries CAN donate to charities ! They never had to hide it ! Think : they 're not giving money `` to the Clintons '' for no reason at all . What would that gain them ? They 're giving money to the charity !"", ""@ Rainy Day It 's also a front so foreign countries can privately give money to the Clintons behind closed doors ."", '@ jmadude A comment that I actually like and agree with .', 'And the Clinton Foundation , by the way , is a CHARITY , that does people good all over the world , buying clean water for them to drink , providing food and shelter for them , bringing them modern medical care , giving them education , loaning them money to start farms and small businesses to provide for themselves , etc , etc . YOU FOOL !']",political,donald trump vs. hillary clinton town hall debate cold open - snl ,10/16/16,18:32:03,1,0,0,0,0
UgzJf42HzSNNcPVBvSV4AaABAg,I just wnt to correct that islam didn't originated from prophet Abraham it was there even b4 him,"[('do', 'asm')]","[""It 's obligation though if you have wealth""]",religion,the differences between islam and hinduism,1/29/19,16:02:22,0,1,0,0,0
UgyI_i2hL4AJag9t9TN4AaABAg,And yet people still voted him. For I don't know why.,"[('people', 'cds'), ('people', 'cds'), ('do', 'asm'), ('know', 'asm')]",['Natnat Dragon hilarious'],political,donald trump vs. hillary clinton debate cold open - snl,5/21/19,1:54:01,1,0,0,0,0
UgyqVQVGmzPv8-Aj59F4AaABAg,If you don't know what happened leading up to it maybe you ought not to be reporting it,"[('do', 'asm'), ('know', 'asm')]","[""twilight360 A public street is n't her property .""]",racism ,woman who called police on black girl selling water,7/4/18,4:28:25,0,0,1,0,0
UgwiiSIAS2hdPEQS6pJ4AaABAg,"Ben ain't half thick,bit of a joke isn't he!","[('joke', 'cds')]",['I love that the camera man kept it on a two-shot so we could see those gears turning either the camera man or the producer in his ear deserves a bonus for making that call'],religion,sam harris and bill maher debate radical islam,5/28/19,11:41:29,0,1,0,0,0
UgiaN-iW-zZW93gCoAEC,"Hilarious, I laughed a lot. God help America, remember our first presidents prayers.","[('lot', 'cds')]","['henry westfall was the principle of my high school at that time ... who cares ?', 'Kyle Steiner Clinton was Secretary of State at the time']",political,donald trump vs. hillary clinton third debate cold open - snl,10/25/16,1:26:38,1,0,0,0,0
UgzZTl4LZgHRzDbvFwx4AaABAg,"Being a racist  is sick and
A poor judgement  of character. 
I have no time for ignorance..
Were a melting pot of many different kinds of people and I love it so much .","[('poor', 'qas'), ('poor', 'is'), ('poor', 'is'), ('poor', 'is'), ('different', 'om'), ('people', 'cds'), ('people', 'cds'), ('love', 'asm')]","[""@ pyrocynical 's smurf this America so what can i expect"", ""He 's black so yeah""]",racism ,black customer racially profiled in high end store,7/15/19,20:35:15,0,0,1,0,0
UgwefWKR7ZaQ-MoNi4h4AaABAg,my black brothers come over to sweden,"[('black', 'dmc'), ('black', 'ps'), ('black', 'ps')]","[""@ Taotaomona Thanks a lot you 're very nice , hope you have great weekend as well 💓"", 'R M Wherever you ’ re at , I hope you have a good weekend ! ! Cheers 🍻', 'Taotaomona yea , you are really right because if you ’ re really treated badly you wouldn ’ t have even thought of recording it , now that I think about it , its true almost all the ones who record something always turn to be just punk Thanks for telling me again 💗', 'R M It seems a lot of people that pick up the camera to shoot something are really doing so for attention ... . If you Google this guy ’ s name ( Shayne Holland ) you ’ ll see his mugshot from his arrest later . Along with a trespassing charge , he also got into a fight ... .You can ’ t make this stuff up ! !', 'Taotaomona oh my god I didn ’ t know Then he deserves what he get I can ’ t believe he played the victim and talked about racism Thanks for telling me !']",racism ,black man asked to leave his own pool,3/2/19,10:37:51,0,0,1,0,0
UgzAh1ENMH3ZrWUOWM54AaABAg,He should have called the cops...,"[('cop', 'cds'), ('cop', 'cds')]","['•alex • That ’ ll go away', 'Taotaomona pretty much being alive', '•alex • And what else ?']",racism ,black man asked to leave his own pool,1/1/19,4:17:00,0,0,1,0,0
UgzBPs5pIN442-v7XAx4AaABAg,Indonesia has the highest rate of female genital mutilation.. why not bring that up when talking about their female leader?,"[('leader', 'cds')]",['Because both moses and jesus ( eise ) pbuh are our prophets and we believe them . And prophet Mohammad is our last prophet ( pbuh )'],religion,"islam, judaism, and christianity - a conversation",9/28/19,14:42:19,0,1,0,0,0
UgxvBkUBvCfu9o_GBiZ4AaABAg,if god is one thn why ppl worship diffn god??,"[('god', 'cds'), ('worship', 'cds'), ('god', 'cds')]","[""@ a straggling animater I am not sure I agree with you , and I 'm not sure I get your point ."", '@ 95atnoon better than listening to a emo kid talk about life and death .', ""a straggling animater yeah it was civil . And about as productive as listening to a group of first graders discussing how Rudolph 's nose might work , and if Santa could ever fly without him .""]",religion,"islam, judaism, and christianity - a conversation",10/21/19,6:40:19,0,1,0,0,0
UgwgUGlVCcZVQmDHSVd4AaABAg,i'm a pakistanian... guy... who lives in karachi pakistan... islam is the true religion... and i born muslim.. we knows everything... we have knowlege ... we the best people in the world....,"[('know', 'asm'), ('people', 'cds'), ('people', 'cds')]","[""Your all powerful and knowing god ca n't seems to do what normal women does . Is he a mouse or god ?"", ""You mean researching what Islam says about these religion . You as a follower ca n't verify your religion . That would make every single religion true and if every single religion is true it would first falsify every single monotheistic religion because their god say he is the one and only . Ironic is n't it ?""]",religion,"islam, judaism, and christianity - a conversation",12/13/19,21:13:17,0,1,0,0,0
UgzsM70nNE0FK5UEAvN4AaABAg,It wasn't racist. It's racist people who think this comment was racist. This is why the rise of the racist organisation black lives matter has increased ten fold,"[('people', 'cds'), ('people', 'cds'), ('comment', 'cds'), ('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('fold', 'cds')]","['Pretty sure a dude said that', 'That was the racist principal not an announcer .']",racism ,racial remark during high school graduation shocks crowd,10/26/19,20:28:22,0,0,1,0,0
UgyGkVBuxLA32kO6WQB4AaABAg,"That woman should go to Disneyland as well ,take some water chill out!","[('go', 'cds')]","[""Now that 's funny !""]",racism ,woman who called police on black girl selling water,5/13/19,18:29:59,0,0,1,0,0
UgzTbzh9PfgP8Qase9B4AaABAg,The dislikes are the people who have never been to Disneyland.,"[('dislike', 'svp'), ('people', 'cds'), ('people', 'cds')]","['@ Vivian Lea im black and Ik she was acting racist but death threats are not okay ! Now ppl look down on the black race even more ; (', 'Vivian Lea Idrc any racist deserves that', '@ Vivian Lea You must be new to the internet . People get death threats for breathing here .', 'Vivian Lea yes she did , you mind your business , you get no death threats👍🏾']",racism ,woman who called police on black girl selling water,10/17/19,9:55:27,0,0,1,0,0
UgxS6OB2Zk-LVIAGhWN4AaABAg,"Boo hoo, boo hoo,  she did not say please , the only reason she is so called crying ,is because she got caught being her own nasty self","[('do', 'asm'), ('nasty', 'dmc')]","['c. lince OOOOOOH , YES INDEED ! ! ! WELL PUT !', 'She also sells drugs .']",racism ,woman who called police on black girl selling water,7/15/18,7:45:50,0,0,1,0,0
Ugx4nL3V65WrM4D5Y454AaABAg,QURAN.....aparrently   sayS the moon has a borrowed light.  I dont have a verse to corroborate. Innit. Where does it say rapidly,"[('do', 'asm')]","['@ Hunter in tafserr of surha fusilat', ""@ Hunter haha it 's summa but that saa with 3 dots some people pronounce it as tumma Read it by your self"", ""Its `` Thumma '' not `` Summa '' Show me anyone from the early Muslims who said that Thumma in this verse means moreover ."", 'Wow , finally someone answering .']",religion,the scientific mistakes of the quran,7/24/19,0:56:34,0,1,0,0,0
UgwLNyHPGfxUwl-p8TJ4AaABAg,"I had no idea black people could swim, I’m not racist just a racist joke, I’m Native American feel free to crack jokes","[('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('people', 'cds'), ('people', 'cds'), ('joke', 'cds'), ('joke', 'cds')]","['Revilo i am not American and not even English , but an officer don ’ t need at least a plausible cause , not just a man lying down near the condo pool ? A cop can ’ t jump on you because he wants to ? We may not have all the scene here , but isn ’ t it a felony to take someone ’ s belongings like a key and more so when you call on your law officer status ? Can ’ t find this an innocent scene , yes it is not good to try to talk your way out with police officers but inside private property and at first look no outlawing behaviour . It is 1600 $ rent not everybody can pay that much and none for this kind of customer service . But it is America , a racist country by nature because founded by people that were afraid . Come on even the Harlem hellfighters were not decorated by the US after WW1 and they were braves and fierce soldiers and earned more than their share of glory and blood . At least France give them her eternal gratitude and military honours .', ""@ thebigjul Officers are allowed to question people and even make arrests when off duty . While it is not warranted to interrogate random people while off-duty , it is certainly legal and maybe she saw something suspicious and decided to take action . We do n't know the full scope of the situation . Regardless , arguing with an officer will not make them believe you and leave . All I 'm saying is that if the man cooperated with the her , there would n't be any issue ."", 'Revilo i think that off duty officer bothering a man be him black white or any colour , able to pay 1600 $ rent , in « his » garden near « his » pool , isn ’ t really legal . On what ground ? What suspicions ? It is an abusive use of authority .', ""@ thebigjul Police officers carry their authority whether they 're on duty or not . He should have gave her the address because he knew they were both police officers . Do n't you think police officers should feel suspicious when a suspect is avoiding their questions ?"", ""maybe because as stated in the video it was an off duty officer ? And why should he gives his adress while Inside his `` home '' ?""]",racism ,black man asked to leave his own pool,12/13/18,0:49:01,0,0,1,0,0
Ugxh_2EWhnkPZezch654AaABAg,white people,"[('white', 'ps'), ('people', 'cds'), ('people', 'cds')]","['Tunafish ?', 'TrexMC and I ’ m not a guy lol', 'TrexMC I ’ m from the USA..', 'Gabizord I didn ’ t thooo', 'Fluffy I didn ’ t..']",racism ,black man asked to leave his own pool,12/26/18,16:18:27,0,0,1,0,0
Ugz0akaNfuMyk5HA1Yd4AaABAg,Hahahaha I wonder if these people ever watch this again and feel terrible about themselves. I bet yes.,"[('people', 'cds'), ('people', 'cds')]",['They wanted her to win sooooooooo bad ! ! ! ! ! !'],political,donald trump vs. hillary clinton debate cold open - snl,12/29/17,5:33:04,1,0,0,0,0
Ugw9Ea6Q6x1v9iZELD94AaABAg,"May Allah guide all of them and all of us. We, the commoners, need more people like them to guide us.","[('commoners', 'qas'), ('people', 'cds'), ('people', 'cds')]","['writting u from africa , look how tchad rebels invaded central republic of africa and making war against the local gouverment killing christian civils , muslims come at first peacefully and then try to take your land and or convert you']",religion,"islam, judaism, and christianity - a conversation",6/24/18,5:40:59,0,1,0,0,0
UgyaofG8xTFB1Gy2XIN4AaABAg,Cops are just going to start slow rolling on everything. Showing up a day late and a dollar short. This is already happening in many cities.,"[('go', 'cds'), ('slow', 'ddp')]",['White boy is gon na be flipping burgers'],racism ,police pull over florida state attorney,9/30/17,9:12:28,0,0,1,0,0
UgxnUtZpvBGpndwAqOt4AaABAg,U women white  need stop now go home and stop hate people black go home,"[('white', 'ps'), ('go', 'cds'), ('people', 'cds'), ('people', 'cds'), ('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('go', 'cds')]","['I did it *thanks ! *', 'Brayden Moses *like* this ?', 'lol', 'Lmao', 'How do you type in bold ?']",racism ,woman who called police on black girl selling water,5/19/19,4:03:25,0,0,1,0,0
Ugwlyg73au08FkRbHGd4AaABAg,In islam there is God. Nobody knows where he is.In sanathan dharma ( u said hinduism) there is no God. God is just human creation because actually there is no thing called God. Its a blind belief. Brahma is the real human interpretation of ultimate truth. Islam playing with brlief but hinduism not. Belief is just limited. Belief only hold on our mind. But above that there is another space left. In that space the real spirituality takesplace. Thats wat sanathan dharma teaches. Sanathan dharma is not limited. Sanathan dharma not have any limited rules like islam. It will lead you to ultimate but islam not. Belief is not the way to reach completeness,"[('know', 'asm'), ('blind', 'ddf')]","['@ Aneeket Banerjee ok I understood sorry', '@ Soumyadip Mukherjee i dnt said that i hate hinduism i jst said that these facts are wrong', 'Aneeket Banerjee you can learn first..', 'Aneeket Banerjee pata hai tu randi putra hau']",religion,the differences between islam and hinduism,3/17/19,18:21:15,0,1,0,0,0
Ugwt_ZLHZQAiI42gkRZ4AaABAg,Fake news fake tears,"[('fake', 'dmc'), ('fake', 'dmc'), ('fake', 'dmc')]",['I respect all open racist .'],racism ,"panelist cries discussing racism, republican party",12/15/19,3:02:05,0,0,1,0,0
Ugzo5sYdgYyCD84xlo94AaABAg,The black have power of BBC,"[('black', 'dmc'), ('black', 'ps'), ('black', 'ps'), ('power', 'qas')]",['Emanuel Colon I bet he can ’ t afford to go elsewhere ... . Shayne Holland stays there at his mom ’ s apartment . She has two other “ roommates. ” He ’ s probably not paying the rent for all 4 people - like he said . He ’ s goofy .'],racism ,black man asked to leave his own pool,1/28/19,2:04:58,0,0,1,0,0
UgyAPDrkEBePASq-YhN4AaABAg,"So what is this ""officer""s name and what police force is she supposed to be working for ???","[('officer', 'cds'), ('officer', 'cds'), ('force', 're')]","[""do n't think anyone is saying racism doesnt exist ... also , its not like black people are the only ones who experience racism""]",racism ,black man asked to leave his own pool,12/7/18,8:03:02,0,0,1,0,0
UgxKgunfdnTe_piM9UF4AaABAg,"ahh this is sweet, thank you good internet peoples!","[('people', 'cds'), ('people', 'cds')]",['Bob Bobby lmao yep coz he gave him a tip'],racism ,"pizza delivery guy gets insulted, internet gets revenge",11/19/17,17:56:31,0,0,1,0,0
UgxoWZmeRXlFiHEIQ2B4AaABAg,That certainly doesn't look like survival of the fittest to me !,"[('do', 'asm')]","[""@ FIRST AMENDMENT PROTECTED ACTIVITY _'Until ' _ what ? No , you did n't say anything of the sort . It really does n't matter whether or not we can reverse engineer DNA or understand 'consciousness ' - it does n't make any old random story true by default . Now , you made two *truth claims* ( about a creator and it 's programming of our morality ) and I asked you to support those claims with *evidence . * Can you do so ? No , did n't think so . Put your post in the bin called 'Fiction ' ."", '@ El Rondo Like I said , until you prove to me that your self or any scienstist figured out how to reverse engineer human unique DNA and consciousness .', ""Whilst I agree that we have morality 'built-in ' - I reckon it was because it was positively Selected-For during our evolution . Social animals survive longer if they take an interest in each other 's welfare . What is you evidence for the existence of this _ '' creator '' _ you mention - and what makes you think that it was responsible for our 'programming ' ?""]",religion,richard dawkins: 'somebody as intelligent as jesus would have been an atheist',6/4/19,13:21:09,0,1,0,0,0
UgyQtKnxnEHc5-oACjl4AaABAg,Cops are shaming themselves daily for what ego,"[('sham', 'dmc')]","[""He did n't even have his tint measure ! ! ! ... so how did he know how much tint was on her windows in the first place ?""]",racism ,police pull over florida state attorney,8/1/19,14:24:13,0,0,1,0,0
UgzN5ETNPCdUDQaiGBJ4AaABAg,"But science doesn't explain ""why"" we exist, science is a method to understanding ""how"".  Religion is one avenue to explaining the ""why"".","[('do', 'asm')]","[""you do n't know white people now ?"", 'eeeaten long time ago..', 'if you have a white doll i guess .']",religion,richard dawkins: 'somebody as intelligent as jesus would have been an atheist',10/30/17,5:33:13,0,1,0,0,0
