id,comment,replies,title,labels,political,religion,other,date,time
Ugg4sXa9FdyGBXgCoAEC,I thought this was gonna be a bad lip reading video... This is actually what happened.,"[""@ Grant Erickson Those guys are n't electable because Republicans will always vote for their kind ."", '@ Trevor De Vries Anyone can be a racist , against whites , against blacks , against Asian , against latinos , etc .', ""+pyhjukester777 Ya ca n't be racist against white people . No such thing ."", ""That 's racist .""]",first republican debate highlights: 2015,0,1,0,0,8/24/15,4:20:04
UgxLnpH2OwBWh8e-KT94AaABAg,"Even if Islam was the most pro-women religion of them all (which I don't believe for a second), the treatment of women in almost every Islamic country, the honor killings, genital mutilation...in short ""reality"" tells a different story",['Yall talk about this being oppression yet you force muslim women to take of their hijab . You force them to do something they arnt willing to . That is oppression is it not ?'],what islam really says about women | alaa murabit,0,0,1,0,12/6/19,4:37:40
Ugx_wDNaKAiDOJF7PcB4AaABAg,This is fake. The real Jews or Hebrews are the chosen people of God. The so called blacks in America.,"['@ Muhammad Al-Shehri So ex Muslims must also be on the right path ?', 'There is difference between the person who seeks to the right path and the person want to follow his family only ? If you was born as jew or hindu ? Will you be a jew or hindu person ? Just think in this situation 😇🌹♥️']","islam, judaism, and christianity - a conversation",0,0,1,1,11/4/19,3:02:47
UgzjsibggMUXrDptvzx4AaABAg,"assalamualaikum ( peace be upon you )There is no god but one god, I believe in god of Adam, Noah, Moses , Jesus and Muhammed peace be upon them and also love all my brothers and sisters in any religion. Keep up your good deeds. God is one. One unseen Lord.GOD IS GREAT, ALLAHUAKBAR","['@ Chris McCorkel https : //youtu.be/co11zLpRHTE another version of azan with English subtitle . I will give u more video/article', '@ Chris McCorkel https : //youtu.be/gq3Tss5GPCY this is called Azan ( Call muslim for prayer )', 'https : //youtu.be/2N3_27piDbo this is Islamic prayer system . He read the Holy QUARAN . this video add subtitle', '@ Chris McCorkel thanx bro . I m 29 years old . r u from india ? Yes i will try to give u some advice /evidence . Ur name is chris , so i thought u r a Christian . sorry bro .', '@ Taher Taher and i am not a Christian ... used to be ... but now just believe all religions for the most part lead to Allah , God , Shiva etc . It is a cultural preference but all lead to Allah : )']",the differences between islam and hinduism,0,0,1,0,2/14/19,17:13:38
Ugxp4Dsopz40JOr13Zp4AaABAg,"Funny Trump is going to loose the election, Oh wait Bam He did win. It's the Democrats that cant accept the election results lol","['I would rather be tan then black . At least tan people have a life .', '@ Mr. J_Krr_ haha . orange man not good XD', '@ Wildcard and you on your sense of humor .', 'You really need to work on your english', 'Yes , we watched the same video .']",donald trump vs. hillary clinton third debate cold open - snl,0,1,0,0,10/2/18,3:23:44
UgxQw7VCB8-M1-FxJSp4AaABAg,"Before he learned that she is the state attorney he is a cop. When he learned who she is, he bacame BARNeY.. lol",['True'],police pull over florida state attorney,0,0,0,0,7/13/19,11:36:12
UgxgCYlmqjQIFJqi6uJ4AaABAg,Can't people just follow the rules?,"[""I suppose , the segment itself does n't even if the title is biased .""]",judge flips out after getting flipped off,0,0,0,0,3/15/19,20:16:53
UgxS6OB2Zk-LVIAGhWN4AaABAg,"Boo hoo, boo hoo,  she did not say please , the only reason she is so called crying ,is because she got caught being her own nasty self","['c. lince OOOOOOH , YES INDEED ! ! ! WELL PUT !', 'She also sells drugs .']",woman who called police on black girl selling water,0,0,0,0,7/15/18,7:45:50
UgyR5Apex7UnGHfS4mV4AaABAg,U think the racists biotch is working with the cop ? They both should be charged,['He ’ d be upset that sooo many black people falsely claim racism ... .'],black man asked to leave his own pool,0,0,0,0,3/4/19,20:08:12
Ugye_FkRdaXOfBB4JkB4AaABAg,"I have no predefined purpose. My existence on this earth is random and what I do with it is my choice alone. I find happiness in the people I love, the places I visit, the things I see. Once I’ve accepted that my life is finite there is all the more reason to make the most of it. Being an atheist doesn’t mean you lose a sense of purpose at all","[""@ Frederic Karlo 'Just google his publicly defending or justifying pedophiles' Ha ha ! One of the distinguishing features of hate-filled religious crack-pots is that they will hurl vicious abuse at atheists , but when challenged for evidence , they feebly say 'Google it yourself' ROFL !"", ""@ Frederic Karlo I 've only seen him say that he was a victim of a pedophile teacher but his experience was so 'mild ' that it was nowhere near as scarring as some people suffer . Give me a link to any video which says anything stronger than that ."", 'Nope , no religion here . Just google his publicly defending or justifying pedophiles . He was part of the the club', ""That 's quite a libelous accusation - I take it you call yourself a Christian . But no - he 's never been a priest .""]",richard dawkins: 'somebody as intelligent as jesus would have been an atheist',0,0,1,0,8/7/19,10:18:38
Ugg_J7UBP6WO93gCoAEC,This doesn't change the fact that I hate Hillary Clinton,"[""Entitled Millennial I 'm voting for Hilary but she 's definitely not winning twice"", '# HillaryForPrison']",donald trump vs. hillary clinton town hall debate cold open - snl ,0,1,0,0,10/16/16,21:25:54
UgzcEPs96xMxO4xYA4J4AaABAg,I cannot stop reading the comments here it's contain all of what I want  to say... I'm so thankful for opening this video and listen to all of it and get benefit from it... may Allah bless all of you and bless the brother Omar💚💚🙏🙏..,['Allah is the devil only Jesus is God'],"islam, judaism, and christianity - a conversation",0,0,1,0,9/22/18,9:02:15
Ugw5r3cvfG_IVX7O2PJ4AaABAg,"It's funny to see the pedos in trying to be funny, tell your jokes to satan..","['@ Joe Giuffre Took a quick peak . Inglorious Bastards looked like a serious one ... holding off on that ... but my reaction was a lot like this ... https : //www.youtube.com/watch ? v=Fsql523bSj4', ""@ MC Chamblin I 'm sure they are all right here on YouTube ."", '@ Joe Giuffre I am challenged to take a look .', '@ MC Chamblin The 3 Stooges are great in their short films . Not so much in the feature length ones . The the funny impersonation of Hitler movies that come to mind are ... The Great Dictator The Producers Inglorious Bastards', ""@ Joe Giuffre Favorite comedy movie hard to say , there are so few . Off the top of my head , what is funny are the three stooges . Have n't seen them in a while ... might not be so funny now . Do you think someone could do a funny impersonation of Hitler ?""]",donald trump vs. hillary clinton third debate cold open - snl,0,1,0,0,8/20/19,1:42:40
Ugz2sIXl-etG8J6ubIx4AaABAg,To be honest ever since trump became president racism has shot up also of topic one thing that pissed me of what he said is that apparently gaming is the cause of gun violence in the us not gun laws. To be honest u lot r going to hate me for saying this but trump is just a kid in a business suit trying to play god.,"[""Some people do n't like painting a target on their backs in public ...""]",black customer racially profiled in high end store,0,0,0,0,8/19/19,8:24:11
UgyZ51JKMpXE79jyx4x4AaABAg,"Can anybody explain to me what's wrong with pulling her over? They didn't know she was a state attorney before pulling her over right? Even if they did know, what's wrong with that? Just curious","['Lol', 'Lmfao', 'Ahahahhahaha underrated comment', 'IM DONE 😂😂', 'Lmfao']",police pull over florida state attorney,0,0,0,0,10/8/19,0:12:11
Ugz0413RHJIBdIMe-Ex4AaABAg,"""Their ripping babies out of vaginas."" lol",['lol pardoning a turkey who got a subpoena from Adam Schiff ? The left takes the joke seriously and writes an article fact-checking the turkey ? LMAO'],donald trump vs. hillary clinton third debate cold open - snl,0,1,0,0,11/4/19,23:53:00
Ugib5t-EyU1Y5ngCoAEC,Why does SNL keep saying trump is definitely gonna lose when its such a close race? Is it because they want trump to lose? ,"['@ Kira Lawlet I know right ? LOL . That also would have been funny to see : P', ""Aurasua Lee she did n't break his arm off of his body and beat him with it ? Shame .""]",donald trump vs. hillary clinton third debate cold open - snl,0,1,0,0,10/23/16,23:50:31
UgytY5DtVwSi569C_zZ4AaABAg,"so, whats the problem?",['Ruther Barrios 🤣🤣'],police pull over florida state attorney,0,0,0,0,7/13/19,4:36:55
UgyZEzsu1oTGRzRhV6l4AaABAg,Someone give me that woman's email if u know it,['the tominator then what would u say this is ?'],woman who called police on black girl selling water,0,0,0,0,9/12/18,17:29:27
UgxYyi3yyV-bcukj0DR4AaABAg,"Where do ppl come up with these names. ""BBQ becky and permit Patty"" . 😂😂😂",['ariel -- -- -I read her weed business may be under fire ... .TE HE TE HE .'],woman who called police on black girl selling water,0,0,0,0,6/26/18,15:17:13
UgwcPCwlvjRLPW8k2vJ4AaABAg,"There is no confliction between condemning the Islamic religion, and at  the same time, judging every Muslim by their character as an individual. Same goes for Christians and Christianity...",['ICU 2 you ’ re losing great actor very loosely . Lol .'],sam harris and bill maher debate radical islam,0,0,1,0,9/2/19,1:20:28
UgzbLcYsdHbJrIQGhex4AaABAg,The important question here is can I smash 👀👀👀,"[""sm gonz well you know how it is man some people is just do n't want to see the entrepreneurial spirit because a lot of young people our age out robbing and shooting people"", 'Clearly she gets no D', ""`` topical ? '' or `` Typical ? '' ... . p.s ... I am white ... NOT TYPICAL over here ! ! !"", 'sm gonz typical white f.b .']",woman who called police on black girl selling water,0,0,0,0,7/5/18,4:56:43
UgxwuWNXSSmvrIg1D1V4AaABAg,they are aloud to tape your mouth ?,['You need to stuff a rag then tape their mouth . Taping alone is NOT how you gag someone . Still funny though .'],judge orders suspect to have mouth taped during sentencing,0,0,0,0,12/10/19,2:02:14
UgwqRtyKDD-fCjWOixt4AaABAg,"fat woman at 0:42 is the classic muslim. Uneducated slob that sets back humanity by 50 years.
Also it's 3 years later now, wonder how Egypt is doing.",['TH3K1NGQ8 hope you ’ re safe'],atheism in egypt: the challenges facing non-believers? bbc news,0,0,1,0,8/21/17,13:30:50
UgjOFGVf15qTLXgCoAEC,The beginning: Kate McKinnon plus chairs = COMEDIC GOLD. SHE is always funny with chairs.,['cynthia zavala its biased when they claimed her president not once but TWICE'],donald trump vs. hillary clinton town hall debate cold open - snl ,0,1,0,0,10/16/16,19:47:59
Ugy_TNVwB75QYs4X6Ux4AaABAg,"although its a bit unfair to do it because of that, it wasnt because of emotion, it was because of respect and I understand that. She thought it was a game. He showed her it wasnt a game.","[""We 're ?""]",judge flips out after getting flipped off,0,0,0,0,4/9/19,5:08:27
UgiLfZGa05ov5HgCoAEC,I would like to see a situation where they pretend to work in a traditional African food store and they have cashiers that are African and dicrimate and refuse to sell something to a white person that comes into the store. I wonder how people would react in that situation.,"[""@ Amber xox Lulz . If it is so rare that you have to scour the internet for one example of it , then it 's not worthwhile to do a social experiment on it ."", ""It may be unrealistic to you . But you ca n't speak for everybody . This senario could be happening ."", 'exactly . Ive been in a situation where some asian woman followed me and my friend around the store .']",black customer racially profiled in high end store,0,0,0,1,7/30/16,12:21:54
UgwL0pElbauyfn5y6Fh4AaABAg,"Felicidades Andrés Manuel, porque tu pones la agenda política de este país, alguna vez te escuche decir que en su momento vas a debatir con los demás candidatos. Además, que estabas preparado para enfrentarlos de cinco en cinco, por lo pronto te enviaron a este grupito de sparrings, espero te envíen otros cinco y no estaría mal que entre ellos estuviera  ""La ardilla"" también llamado ""El Jefe Diego"" para que le dieras otra zarandeada.",['Maria Castro pues estan asi por que imaginate si llegara MLO es golpe a su cuentas bancarias .'],revive el debate de andrés manuel lópez obrador,1,1,0,0,3/22/18,15:52:31
UgxrkHm09prV9anBOD54AaABAg,So Angela is crying because people are calling her racist. Good. Maybe now she knows how it feels for white people who don't have a racist bone in their body to be called racist.,"['ебать себя и есть дерьмо , глупая сука .']","panelist cries discussing racism, republican party",0,0,0,1,7/12/18,23:33:22
Ugzu7gxFj-utaumT9I14AaABAg,I would have done the same thing.,['Terrance Green That ’ s a funny one . A wagon . Better than ‘ junk in the trunk ’ - that was getting old .'],black man asked to leave his own pool,0,0,0,0,1/15/19,1:21:13
UgyL9dr37HUPVqN4JhR4AaABAg,this should happen a lot,"[""That is the word of John , random `` scholars '' apparently guidded by the holy spirit . More like holy satan .""]","islam, judaism, and christianity - a conversation",0,0,1,0,5/13/19,3:42:13
UgzJG-5G5eEXqakOzgB4AaABAg,"You're corrections need a lot of work, especially you're claim of a revolving earth. I know the Quran is doctrines from devils but your debunking is way off bro...","[""*Sovereign : * _ '' Science has well and truly demystified the spiritual aspect of reality . `` _ Has it ? What has science revealed about why we are self aware ? Or what specifically happens at death ? But I know what you mean . Science has demystified a lot . I do n't think the Lord wanted the debate to be winnable . He wants our love .""]",the scientific mistakes of the quran,0,0,1,0,10/18/19,5:26:34
UgwsOsKjgNi6stpHd5t4AaABAg,Wow that dark coloured man is hot 🔥,"['You should see how indians test whites in stores .', 'I hate it when I make a good comment and later on realize I missed a typo .', 'hilarious ... ...', '*bag has a bottomless enchantment* *bag is opened to display an entire stores worth of clothing* *employee looks up* *the shelves are now empty* *woman : laughs in eastern european*', '😂😂😂😂']",black customer racially profiled in high end store,0,0,0,0,2/19/19,11:37:06
Ugx9rv7dEJpwClTzIcV4AaABAg,"You are wrong
You delete comments which are not favourable. to you.","['The Holy covenant was made with Abraham , Issac , and Jacob , not Ishmeal , just look around this world , and you will see the twelve tribes of Jacob , the house of Isreal , with the blessings , and the fat of the land , the koran is full of lies , get real .', '@ Yasin Imran Islam has a lot of contradictions as well . watch 60 scientific mistakes in the quran on this channel', ""There is no any wise book in earth rather than quran and u ca n't and I will never believe bible the book with a lot of contradiction nevernever quran 3 vs 19 Allah said that 's indeed the true religion is Islam and if your oppressing then give me one vs from bible that is saying that true religion is Christianity think before you speak"", 'Yasin start reading Quran in your own language and use your brain to understand it . Or let us read together and see if it does make any sense in 21st century .', 'hopefully one day you learn to think critically']",the scientific mistakes of the quran,0,0,1,0,8/16/19,7:58:49
UgzpxdSuLObSai17izl4AaABAg,2 dollars for a water... What a rip off lol.. 🤣,['lmaooo'],woman who called police on black girl selling water,0,0,0,0,3/11/19,6:20:02
UgxFQY6EQ3LnSv7QhD54AaABAg,so state attorny have different rules to the common man or woman?,['Toxicccc'],police pull over florida state attorney,0,0,0,0,12/10/19,13:48:53
Ugy4HQXQW_8f6NyrNC54AaABAg,Sam Harris is a fool,['Dave Lee what'],sam harris and bill maher debate radical islam,0,0,1,0,10/5/19,1:21:35
UgwvIZK3S9XF3KMOas14AaABAg,Why do all the feminist no offense have hair from the 60s?,"[""`` Old Killjoy ''""]",woman who called police on black girl selling water,0,0,0,0,5/15/19,1:28:02
Ugx6IjBFI1r2wpyQRO14AaABAg,6:34 .. What about the catholic church crusades?? Same god different books. Book of genisis depicts god destroying a city because of there sexual ways...,"[""SD- SO , Jews are ACTING out on the extremist portion of Judaism scripture ? That means they 're eating children ? Kentucky Fried Children ... kinda does have a ring to it . too bad 9 % of Western Muslims support Jihadi terrorism which is covered in their scriptures which literally encourage Muslims to `` cause terror in the hearts of non believers '' .""]",sam harris and bill maher debate radical islam,0,0,1,0,9/14/19,13:03:04
UgyMHXL1ulPSWsh40IF4AaABAg,We need to have more intelligent conversation like this in every City. We need love and understanding more than ever. Thanks for this very good video.,"['Woah , that makes me think']","islam, judaism, and christianity - a conversation",0,0,1,0,12/13/19,16:28:45
Ugy2R8SWwqhaEt1grhR4AaABAg,How do people like her get hired in the first place?,['Axel Black True . The guy was fighting before and after the video . Google his name for a mugshot . Shayne Holland'],black man asked to leave his own pool,0,0,0,0,1/6/19,0:26:18
UgwjbwvVGwSuPuaqGkp4AaABAg,Beautifully played: the nudist joke told it all. Racists are comfortable doing racist things and like Roy hate to be called racist.,"[""What makes you think they 're racist ? Oh , that 's right , they do n't have the same opinion you do ... awesome job proving Kanye 's point ( calling out racism where it does n't exist ) .""]",kanye west ignites a debate about racism,0,0,0,0,4/26/18,22:53:25
Ugy9wTs-VQmI9s0y-014AaABAg,I love this song!,"[""In theory you 're not supposed to be randomly be running plates but she knows what 's going on.. These corrupt clowns only hate it when it happens to them .""]",police pull over florida state attorney,0,0,0,0,12/20/18,6:22:55
UgjeuV8Gc_t8KXgCoAEC,he dont want rite. an why don't use one color,"[""that 's the whole point . the salesman , the security , and the guy buying the clothes are all actors . the rest of the people are real people .""]",black customer racially profiled in high end store,0,0,0,0,8/16/16,14:44:39
UghAjfVLcHA7dngCoAEC,Lorne Michaels is going to die in sleep soon.,"['@ James Jones I posted a relatively neutral opinion . The comments came out of nowhere ... and occasionally , out of the woodwork . : - )', 'Matthew Eubanks -thanx bud , for making your statement more clear ... .enjoy the holdays at least ...', 'Xavier Prime We is the USA . Just my opinion that we have 2 of the worlds shittiest candidates running for president .', 'Matthew Eubanks -bud , who is we ... . ?']",donald trump vs. hillary clinton town hall debate cold open - snl ,0,1,0,0,10/17/16,5:28:17
Ugyc3DTNsX76FIN44u14AaABAg,White woman playing victim. Sigh.,['By GodsGrace where is the injustice ?'],woman who called police on black girl selling water,0,0,0,1,6/26/18,13:42:31
Ugwk1ebHCDu7xZ2XdG54AaABAg,I love her don't cry boo let's ride,['Nena Zamora I like what you did there I ’ m going to use that one'],"panelist cries discussing racism, republican party",0,0,0,0,7/12/18,8:07:31
UgzfUrV5RqAhDxbcb0t4AaABAg,I don’t have a superpac! I don’t even have a backpack!!,"[""You 're both wrong"", '? Hillary was nominated , not Bernie .']",democratic debate cold open - snl,0,1,0,0,12/9/18,19:29:57
Ugw-qfKYUhIr7kWc3DJ4AaABAg,"When ever blk kids try to do things the right way ,White ppl still have a problem.Now shes just selling water ,Would you like it if it was drugs ? WHITE PPL MYOB !!!!!!!!!!","[""Patrick `` Foolish '' Lavelle ... . you ca n't control what is outside of your home and property . There are noise ordinances , but they are specific to area governance and laws and are not universal . If the child was in violation , there are ways to approach the situation before calling 911 . Ignorance is bliss !"", 'Patrick Lavelle - she can move to the country and be all by herself . And you can move down the road from her . Problem solved 101😎😎😎😎', ""You 're a degenerate ."", 'Racist']",woman who called police on black girl selling water,0,0,0,1,7/25/18,17:00:40
UgwfHbEQNbdGnjNg3aF4AaABAg,sad so sad but tru,"['Wait . Did you just profile him , Ms. Liberal ?']",black customer racially profiled in high end store,0,0,0,0,7/15/19,4:27:47
Ugz28DmPEJ87vPpxSVx4AaABAg,Judges are criminals.,['Who said she was underage ?'],judge flips out after getting flipped off,0,0,0,1,7/16/18,18:28:42
UghTa_VXSKMFlHgCoAEC,"Her message is brilliant, love it.
","['@ imma BARREL i see , everyone who has a different opinion is a child . . . sounds really mature']",what islam really says about women | alaa murabit,0,0,1,0,7/23/15,9:20:26
UgzdO6JohJKg0G7Bqwl4AaABAg,There is another 450 credit score at work,"['And I ’ m not saying what the defendant was right , but I ’ d expect more from a judge .']",judge orders suspect to have mouth taped during sentencing,0,0,0,0,4/29/19,20:23:04
UgwTl8i4r7idgcZX2v94AaABAg,He is the professor from jurassic  park,"['She would get it absolutely ! But you ’ d need to kick her out quickly after cos she ’ d probably steal your wallet while you slept .', '아더제너럴 she is hot ! What ’ s her Instagram ? 😍', '@ Audacious920 and I can report yours .']",judge flips out after getting flipped off,0,0,0,0,10/9/18,2:50:33
UghQVkUPKXWhlXgCoAEC,do this with a white man and you'd get the same results,"[""+improvisor 1 you mean `` you 'd dressed the way Society wants YOU TO '' ? Lol"", '+Njegos Petrovic he is in a high end store , i dressed pretty decent before and walked in a high end store and was treated the same way .', 'He is dressed like a normal American man , whats wrong with that ?', 'True..']",black customer racially profiled in high end store,0,0,0,0,8/12/16,3:45:03
Ugz2qEzIvjJG3tx_1o94AaABAg,Black lives matter lol what a joke,['No'],judge orders suspect to have mouth taped during sentencing,0,0,0,1,9/29/19,1:35:57
Ugym1Hka3eLhMYxtlkR4AaABAg,"""Can we say this yet?... President Clinton.""

Ahhh it never gets old, basking the the foolish arrogance of the left.","[""Yep , and I was AMAZED coming back to this to see that SNL covered up that these women were there to accuse Bill Clinton of raping them ! Instead SNL made them out to be mistresses , and artificially constructed a `` girl power '' moment using them as props ! This , is disgusting !""]",donald trump vs. hillary clinton town hall debate cold open - snl ,0,1,0,0,10/25/19,22:37:10
UgwsaIvRL7Y2SOP3Yel4AaABAg,I m proud to be a muslim there is no god accept ALLAH if anyone want's to know about islam just read quran pak u will difinetly find peace in it jazakALLAH......,"['@ Stranger Things life itself is the reward But the whole idea of being rewarded is wrong - that makes us weak , we are takers begging for a reward We can be the givers - that is why Hinduism preaches Reincarnation Those who chase after rewards in heaven will come back as trees , plants , pets - dog , cat - they will happily beg & get rewarded', ""The number is not imp - basically it is teaching us to respect all faiths Ancient Hindus went around the world , diff people , diff languages & Hindus said , `` ah you call God this , we call him/her this '' Showing respect for others , unlike abrhamic religions Another way is to think that the Gods are us ! Yes you - namaste - i greet the god within you But the choice is yours - youcanbe a Rama or a Ravana"", '@ Lexy Espinz so what happens if you follow these 10 orders ? You get rewarded ? But what if someone is a good person but not christian ? No reward for atheists ? No parent would issue commands - no parent would divide her own children You have reduced God down to a master', ""I 'm a a proud Muslim from Philippine and I believe in one God I was a born Christian b4 and just simply follow the commandment of God ... . that 's why I embrace Islam just simply follow the 10 commandments and you will know witch is the true ... ... .""]",the differences between islam and hinduism,0,0,1,0,3/19/19,20:14:38
UgyB6aqnsnakUYcYWlt4AaABAg,"Interesting story, but since it's CNN, it's more than likely fake.",['LAst time some customers threatened me with violence a manager of mine showed up to their house demanding someone step outside so he can handle the problem the right way . 8 guys inside the house and not one came out . You could here the TVs and music being turned off'],"pizza delivery guy gets insulted, internet gets revenge",0,0,0,0,5/6/19,19:05:40
Ugicu7CUCKJw-3gCoAEC,Omg what did they do to Cruz!?...also woo first comment!,['*whispers* America'],first republican debate highlights: 2015,0,1,0,0,8/19/15,18:39:07
Ugz7CycG4J-d_hc1zHZ4AaABAg,You alright permit patty how's karma for ya love,"['Janet Anderson thanks for making my point . Only in America is truth called racism .', 'Nathan Hale oh , please shut up , your racism is showing .']",woman who called police on black girl selling water,0,0,0,0,8/21/18,14:00:05
Ugz7NEiZNsGb70xMrYd4AaABAg,That judge should be fired honestly. Abuse of power isn't funny.,['Adios is lack of respect ? Since when ?'],judge flips out after getting flipped off,0,0,0,0,11/27/19,1:34:33
UgxQ8yePB5lRyzLS6SB4AaABAg,"Wait she lost her job and she trying to go to Disneyland? Internet, help  this little girl Mama find a job instead of a vacation trip.","['Rai Kai except i ’ m quoting what she actually said and attributing a historically accurate motive and you ’ re finding a false motive', 'Speedyy and they will say anything to make whites look racist']",woman who called police on black girl selling water,0,0,0,0,6/25/18,19:59:20
Ugzu-1vOdqgfABwCebl4AaABAg,sorry but that chick is hot !!,"['relax robocop , as i stated , not defending her actions .', ""Awwwwww she was troubled , that totally excuses her attitude in court in the face of the law to a judge in his own court room ... She can break what ever laws she wants because she is on xanax and is troubled , totally okay , did n't know ... Yeah sorry , the real world does n't give a FUCK about your problems and if you mouth off to a judge in his court , this is what happens . He taught her the respect that her parents clearly did n't . This is not an abuse of power , and it is not the job of the state/country to pay to take the time and `` help '' her . She needs to be taught that this can and will happen . and that 's the best way do do it . You clearly have no concept of how court , law , or reality works .""]",judge flips out after getting flipped off,0,0,0,0,8/16/18,7:44:27
UgwYCaCQpCt9oI8w8bl4AaABAg,I wish I wasn't born as a muslim so that I could keep my foreskin to myself. 😕 I was circumcused without my consent at birth 😢😭😭,"['@ فاطمه ناجي i rather read a real quran not a altered and forged and purposely mistranslated version on the internet', 'There is a lot of misinformation in this video . read the quran and judge Quran in English and Arabic with Audio https : //www.quranful.com/']",the scientific mistakes of the quran,0,0,1,0,7/11/19,8:24:31
UgzGhyJsNDvv_pyZto94AaABAg,"So what i learn from here, 300million Hindu God can defeat, 1 allah..
Allah lose, hindu God won...","['Muslim , Sikkisme , buddisme , Jainism is also in India 🇮🇳', 'Love you too Zehra !', 'Zehra Naqvi hindu are not our muslim brothers and sisters many of them dont even like us so you must be fake muslim to say such thing !', '@ Gavin Lim we love educated ppl : ) ... stop that and go learn']",the differences between islam and hinduism,0,0,1,0,1/15/19,17:24:59
UgzXdl5v-HGTH08BqvF4AaABAg,"it's not because you're black lady, ti's because that's how the cops roll. run random tags. stop race baiting.","['Rubbing fingers together is just a simple gesture many folks ( including myself ) do when asking someone for something . No big deal . There was a follow up and it was determined the cops did nothing wrong , and Ms. Ayala publicly admitted it .', 'I just saw it today .', '@ nonya bidness Watch the video again ! The cop explained to her why ! 🤯', 'TheBritFix sis I ’ m here for it until I ’ m old gray and fading away lol', 'Yes lol the finger rub is everything']",police pull over florida state attorney,0,0,0,1,6/15/19,4:08:12
UgyG_hBx_z7LknGQ8bl4AaABAg,They also should have added a second strip so his jaw can’t move. No reverence of the law,"['lol , I totally agree bud . Not the great taping ever done']",judge orders suspect to have mouth taped during sentencing,0,0,0,0,7/17/19,15:57:31
UgyU7xF7ICGMh0vX7xN4AaABAg,I wonder who her lawyer is.....,['Lol ... .so made me laugh'],woman who called police on black girl selling water,0,0,0,0,7/22/18,17:06:22
Ugx_tJOMqMBa7e744DF4AaABAg,"We praise sheik omar for nailing it, but let’s not forget that it is all by Allahs mercy that he gave him the wisdom. Everything is from Allah.","['Nur Efsan Thank you !', 'ayemsa 06 https : //youtu.be/Dp5Ghb5Oawo', 'Umarım bir yolunu bulur anlarsın çok hoş bir video', 'you can use automatic translation feature and then choose your language']","islam, judaism, and christianity - a conversation",0,0,1,0,10/14/18,16:39:29
UgwfMk1E1WKwfQ5kPRZ4AaABAg,"Hey if your job is to detain criminals why wouldn't you target blacks, your success rate would go up drastically","['She get one ticket , the cop get two , each for both of them 😵']",police pull over florida state attorney,0,0,0,1,11/9/19,0:43:14
Ugy8syD1OSb5fm1ES914AaABAg,Time to move....1600 in rent foh go buy a house with a pool. That's crazy for the manager coming over confirming he lives there and still told to leave....🤔,['Your the one who sounds racist right now.. Really think white ppl are the ONLY ones who can be racist ? Id advise not getting your news from FB and CNN . I hope you find better understanding later in life .'],black man asked to leave his own pool,0,0,0,1,6/23/19,13:55:56
Ugwl0rtKj9WhTJA3S9F4AaABAg,Lmao. The tape did no good at all!,"[""LOL ! That 's rich ! Good one ... double-standards in courts .""]",judge orders suspect to have mouth taped during sentencing,0,0,0,0,11/9/19,22:23:39
Ugy9LAEgRWb5Be7UW8N4AaABAg,"Good judge but my comment is towards the reporter that related Soto's ""Fuck You"" to the tiny 1/16 inch letters  On Lohans middle fingernail. Follow that with ""we dont know if it was directed too the judge"".. really? Tell me the similarities between these two cases that make them relatable!
Can anybody, with their, ""FisherPrice  My First Microphone"" be a repoter these days?","[""Also a helpfull rule is `` get out of the car when police man say it ''""]",judge flips out after getting flipped off,1,0,0,1,10/3/19,6:39:05
UgzqclMlbw0qsL8upat4AaABAg,This is why black people need to stop loading their guns and begin to load their brains in school,['Lolita the streets are not safe . Streets are inanimate objects . They are what they are . Smh'],police pull over florida state attorney,0,0,0,1,3/18/19,11:42:41
Ugz1QteEoh-Wrkb8OoJ4AaABAg,"Who cares? Plenty of white folks likely deal with this as well (and others). Why does it only matter when it's whites confronting blacks? Oh right, because huffpo has an anti-white agenda. 

The enemy of the people, the mainstream media.",['sanz s7 Nature must be wrong then . Blacks are further back on the evolutionary line and whites are the more recent development . Some would say man is moving forward and ... . upward .'],black man asked to leave his own pool,0,0,0,1,1/29/19,1:40:33
Ugy4eQ6ODCgyFL0ERRd4AaABAg,200 years from now he will be known for the revolution which is tape rap,"['Yeah , completely agree']",judge orders suspect to have mouth taped during sentencing,0,0,0,0,7/17/19,15:26:49
UgjgpSaAjND6EngCoAEC,"HE DID GOOD, education wasn't taught to her by parents...he just fixed her","['Modeling is a competitive career . Misbehavior is not .', 'Yea , thats what i meant ; p', 'Jack Jones probably just half the developed world .', 'Its xanax ffs . Half the planet is on it .', ""There 's ALOT of models who do drugs constantly ...""]",judge flips out after getting flipped off,0,0,0,0,9/17/14,9:17:04
UgxakJCq3WIFS04pVvR4AaABAg,I'm white cant stand all this race talk...but I think the shoe fits on this one,['🤣🤣'],woman who called police on black girl selling water,0,0,0,1,10/21/19,15:47:49
