id,comment,replies,find_abusive,find_abusive_reply,time,date,title,political,religion,racism,topic,category,word_count,char_count,replies_length,replies_word_count
UgyLBDGhtwGGx7YDllh4AaABAg,"No one in Spanky party has the balls to stand up, bunch of cowards","['Jay J ill take ya life an money long before i beg or do welfare bitch', 'you should stop taking the well fair you piece O shit .']",1,1,11:14:00,7/12/18,"panelist cries discussing racism, republican party",0,0,1,racism ,"[('party', 'cds'), ('ball', 'qas'), ('ball', 'asm')]",14,66,2,28
Ugyyx2bYYAWyYbuL7754AaABAg,Racist are running as Democrats also. If our country fought the nazi's why aren't there any laws against racists running for office?,"['Beautiful ? That bitch makes me vomit 🤮 . The real beauty from a black beast is about the 6th day of them hanging from a tree out in the hot sun and the smell is wonderful . 😏', '@ Steve Florentz Jesus Steve have a little class my friend !', 'A pig', 'Devin Thompson a lot of typos but you get the point .', 'Devin Thompson who is our ppl . And America is one nation should not be divided that ’ s the he Problem with racist leaders ! Also no , there is a lot to her defense . She ’ s intelligent , strong and she stands for all races . Also let ’ s see those women without makeup and make that determination , we all know pigment looks better that ’ s everybody wants that tan lol . And I ’ m not saying she ’ s all that at all , but she ’ s not ugly at all']",1,1,16:46:38,8/11/18,"panelist cries discussing racism, republican party",0,0,1,racism ,"[('nazi', 'cds')]",22,132,5,166
UgynhLM2r0aKqpfFEsV4AaABAg,"""the thing about the blacksssss""   omg that was hilarious","[""JaeSon Peltier everyone knows who was in America before the white people came , and over the years , things changed , civilizations and developments built up , and technological advances happened and built this great country . And I do n't see the point of asking who 's in America first ? The past is past , it happened , it 's history . What we 're facing right now is what we have to take care of . This may be 2018 but your brain and the rest of the Hillary supporters brains are stuck in the stone age . If you 're unhappy with this country then move the fuck out ! better yet , I wish we could trade all the hillary supporters for the immigrants from all over the world who would love to be in this country and respect this country . Sounds like a good idea ."", ""JaeSon Peltier sorry that we 're patriotic and love this country so much , perhaps you would wan na move to another country where they have more freedom , welfare or unemployment like perhaps the Middle East or North Korea ? I heard it 's wonderful there"", ""JaeSon Peltier noooo shiiiiiit Mr obvious 😂😂😂😂 who would 've thought that was n't really hillary ? Woww mind blowing 😫""]",1,1,21:29:48,2/4/18,donald trump vs. hillary clinton debate cold open - snl,1,0,0,political,"[('black', 'dmc'), ('black', 'ps'), ('black', 'ps')]",9,57,3,222
UgyVYGXdFxwz_wdhvWB4AaABAg,"""This is wallstreet, it isn't Harlem."" 

*bitch this is a belt, and that is your ass.*","['MegTheDingus That could be someones style . All because some nobody commenting on youtube said its thug-type dont mean its true . Fucking idiot .', 'MegTheDingus Becuase hes black with a hoodie , he looks like a theft ? Wow whites are indeed getting more stupid as the years go by']",1,1,14:33:01,3/8/18,black customer racially profiled in high end store,0,0,1,racism ,"[('ass', 'om'), ('ass', 'an'), ('ass', 'asm')]",16,86,2,51
UgxZQwJJ84q1zoKzfXF4AaABAg,this bitch looks 30 with that crack out face.,"['*Roblox kid says he would kill people if they flipped him off*', ""What 's this comment even supposed to say ? That you 're a despicable douchebag human being ? Bragging how you 're so though that you 'd kill people who disrespect you . Trashcan human waste . Grow up ."", 'Quit it already , children .', ""Tiger_does_ Videos ! ! If you did n't fake you would n't feel obligated to chest thump on the internet ."", ""payz hayz Uh yes they do , there 's like a billion of people threatening other people , but me , pffff screw those threat , I know myself , i do n't fake""]",1,1,6:42:16,10/7/17,judge flips out after getting flipped off,0,0,1,racism ,"[('bitch', 'pr'), ('bitch', 'an'), ('bitch', 'an'), ('face', 'an')]",9,45,5,113
UgzT91lJXXOwF2S0FcF4AaABAg,You spineless pussies at SNL are fucking treasonous pieces of shit !! Trump is by far the GREATEST POTUS in American history !! You Hollywierd elitist bitches can go fuck yourselves !!! TRUMP 2020 - BECAUSE FUCK YOU AGAIN !!! 🤔👌😉👍🤘,"['Not all 5 of them . More than any other business . TRUMP 2020 !', 'Riley Bell ya all five of them', '*and grabs them by the pussy']",1,1,12:52:12,12/4/19,donald trump vs. hillary clinton third debate cold open - snl,1,0,0,political,"[('pussies', 'asf'), ('fuck', 'asm'), ('fuck', 'asm'), ('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp'), ('bitch', 'pr'), ('bitch', 'an'), ('bitch', 'an'), ('can', 'om'), ('can', 'cds'), ('go', 'cds'), ('fuck', 'asm'), ('fuck', 'asm')]",41,231,3,28
UgzPeJpPgSwEJajgb4d4AaABAg,"Good God. I admit CNN is junk news, but look at all the white supremacist comments here. Racism is more alive than its ever been in my lifetime. People of color are speaking honestly and candidly, and white supremacists lose their shit.","['Chris Sims wow , angry much ?', 'Tia J So your saying she should not be pardoned because she ’ s black ?', ""Red894336643 I have no idea . Ask Kim K. Black people were n't trying to get a drug kingpin released from prison . Obama refused to pardon her and rightly so ."", 'Tia J Then why did Trump pardon the black woman convicted of selling drugs ?', 'You trashy bigots are fucking laughable . haha']",1,1,0:46:33,7/15/18,"panelist cries discussing racism, republican party",0,0,1,racism ,"[('junk', 'qas'), ('junk', 'cds'), ('junk', 'cds'), ('white', 'ps'), ('comment', 'cds'), ('white', 'ps'), ('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp')]",42,236,5,78
UgxMZu-ORodtj0JzwlV4AaABAg,"Kanye is fucking nuts

As are anyone who have confederate flags. Kill yourselves confederates","[""Leaving one plantation for another plantation is not freedom . She 's to dumb to realize both party 's are corrupt and do n't give a damn about black people . The whole black welfare queen stereotype was created under Reagan who was a Republican ."", 'Who is afraid to mention her ? She regurgitates right wing rhetoric ... Just like everybody else on the right . How is that a significant event ?', ""The political side you choose is n't really what the conversation is about , neither is it that big of an issue here ."", ""Little Red Pill ok left the Democrat plantation to go to the conservative plantation . What 's the better choice ?"", 'Little Red Pill *plantation']",1,1,22:09:34,4/26/18,kanye west ignites a debate about racism,0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm'), ('nut', 'asm'), ('nut', 'cds'), ('nut', 'qas'), ('confederate', 'qas'), ('confederate', 'qas')]",14,93,5,123
Ugyh3MygkvJkGPc-IZN4AaABAg,Using punks ass extreme cases of stupidity does not negate what Candace and Kanye were saying smh,"['N Word Susserhands Wow you called him obummer . You should be president .', 'witch , please Neither have Democrats .', 'When did Trevor start being a basket case ? At birth , probably . This stuff is unwatchable , unless you are a ( N-word )', 'Yes I think something psychologically went wrong with Kanye after his mother passed away .', 'RionReoch936 The alt right/conservatives hate Blacks and has done nothing to help us lmao']",1,1,14:13:27,4/26/18,kanye west ignites a debate about racism,0,0,1,racism ,"[('ass', 'om'), ('ass', 'an'), ('ass', 'asm'), ('stupidity', 'ddp'), ('stupidity', 'an'), ('stupidity', 'asf'), ('stupidity', 'asm'), ('do', 'asm')]",17,97,5,76
Ugw0MNR-9ZFG0r2p5jh4AaABAg,Proof once again we live in a clown ass masonic  hologram  that changes back and forth. It's only going to get worse imho -  over 6 decades of  observation. PEACE!,"['Jim Johnson an u don ’ t see white ppl do that lol', 'Jim Johnson can you not stereotype ? Like seriously stop . It ’ s offensive . How would you like it if I came to to you and said that your ENTIRE RACE acts like entitled brats all day ? Let ’ s use “ real talk ” saying that you know about an entire race just because you live around some people is straight bs . This isn ’ t preschool playfighting , this is the real world . By your logic I can say that all white people play baseball , act like entitled brats , drink beer , throw huge annoying house parties and eat cheeseburgers . I know about ALL white people because I ’ ve lived with them and around them my entire life and I don ’ t know anything else . Congrats , you ’ ve been exposed by a 13 year old .', '@ Jim Johnson Awwwww you scared of hip hop and the way we talk ? ? ?', '@ Jim Johnson sounds like stereotyping blacks is what your doing cause not all blacks listen to loud music or dress the same', 'Where did you learn these racists rules ? From racist people ! I can speak the way I want to ; wear what I want to . Not a damn person can stop me . White people do the same shit as black people so stop being racist or stereotypical !']",1,1,4:01:26,6/18/19,black man asked to leave his own pool,0,0,1,racism ,"[('clown', 'cds'), ('clown', 'dmc'), ('ass', 'om'), ('ass', 'an'), ('ass', 'asm'), ('masonic', 'cds'), ('go', 'cds')]",30,163,5,255
UgwOLOPZhWow3CYtX-14AaABAg,so just a dumb bitch?,['Ugly hoe'],1,1,2:04:57,8/26/18,judge flips out after getting flipped off,0,0,1,racism ,"[('dumb', 'cds'), ('dumb', 'ddp'), ('bitch', 'pr'), ('bitch', 'an'), ('bitch', 'an')]",5,21,1,2
UgxhUc9A4pwVzkRZ0CJ4AaABAg,In Hinduism Rams wife sita was fucked by Ravan.,['Lauda lauda allah الله\u200e is my lauda.Lund الله\u200e ho akbar ... lauda= الله\u200e'],1,1,2:16:44,1/16/19,the differences between islam and hinduism,0,1,0,religion,"[('fuck', 'asm'), ('fuck', 'asm')]",9,47,1,13
UgxKnO5xZh28-LD87XJ4AaABAg,Wow nice way to mislead but reality is u cant shake believers faith bro so suck it up and why the hell would u learn islams mistake to mock muslims,"['@ kyoungd There is no Great flood ... ..n covering of earth is in the Bible not Quran ... quran only say about the flood came not says that how much big it was ... . If there was no Adam n Eve pbut all ... ... Then How Mankind came ... .n Science didnt Proved it wrong yet ... they didnt proved it yet that Human came from apes ... ... Scienctific measurement can not say the Exact Boundary of France n Belgium which lead to fractals of the boundary ... what they will say about Moon split ... Rather ones 300 km crack was found in Moon form NASA satellite ... ..but they denied n didnt put it on limelight ... We can not see a 100 watt light from naked eye how can we see moon split ... ... .n it was ... by Prophet Muhammad SAW miracle by Through the Order of Allah SWT ... .', '@ kyoungd Verse in the Quran clearly says that ... ... Pharaoh is preserved for a sign of prople coming after him n ... .This Research make Dr.Maurice to convert to Muslim ... . N u r athiest then why r u Watching Sam shouman video who is a christian bring ur own brain..why take help from Idiots ... ... U just believe somebodys video n think it is correct..rather it is the biggest blunder ... .. Pharaoh was found in 19 th century n written in Quran in 1400 yrs ago of its preservation ... . That was a great joke loose verse ... .u r agreat stupid ... .', '@ Shahid Imran Hussain Did Allah talk to you ? Maybe you had a beer with the Angel Gabriel and he explained the Quran . Why should I believe you instead of the great Al-Tabari which Muslim scholars still revere ? You are saying you know the Quran better than him , or do you think Tabari is wrong because you trust Science ? Why not trust Science when it says there was no Adam/Eve , great flood or moon splitting in half ? Body of Pharoah . Read all about it . https : //answering-islam.org/authors/shamoun/body_pharaoh.html', '@ kyoungd I have never claimed that any Book other Than Quran is 100 % Correct ..its u doing this ... . U can Show mistake in Exegesis of some Verses of Quran as they were given by the scholars ..but scientific verses may be contradicted ... . But u can not Falsify the Quran which is 1000000 % Correct n eternal ... ... .. In which year Pharaoh was found..i want the year not ur illogical answer from u ... .']",1,1,11:46:23,10/13/19,the scientific mistakes of the quran,0,1,0,religion,"[('mislead', 'dmc'), ('mock', 'asm')]",30,147,4,449
Ugg8ex_i_CuA_XgCoAEC,"SNL just came up with the only good reason to elect Clinton- it'll get her out of our fuck!ng hair for four more years, when HOPEFULLY we'll have better choices. Maybe someone will shoot her! :)","['@ a500n24 Vote 3rd party . Stop playing their game .', ""@ Whitey 4000 on Richard 's directive , that is , only paranoid , delusional people ( mostly white ) who feel that they are better than others around them ."", '@ a500n24 well said .', ""@ AquaJetEmpoleon Tbh they 're both lying crooks . That said , since my choice is between a lying , corrupt sack of shit and a corrupt , racist , ill tempered , erratic , narcissistic , lying , corrupt , fascistic , sack of shit with no grasp of many major policy areas who also jokes about wanting to bang his daughter , I 'll always take former over the latter .""]",1,1,10:22:45,10/2/16,donald trump vs. hillary clinton debate cold open - snl,1,0,0,political,"[('fuck', 'asm'), ('fuck', 'asm')]",36,194,4,120
Ugy2WuiYzEgtkhKT3QZ4AaABAg,Anyone else think that pizza they show in the video looks like complete shit,"['Same fuck that place', ""@ connerkinney97 it was n't really about the joke its about people wanting me to reveal it"", '@ nikeyB02 yeah no you just ranted about someone making a joke which most people will ignore your point after being a stick in the mud', '@ Mash Z yes I understand the reference I just used your comment to rant on how wrong this is', ""@ nikeyB02 lmao calm down . Watch the video again and you 'll understand the `` 7 dollars '' reference in my video""]",1,1,5:01:10,12/25/18,"pizza delivery guy gets insulted, internet gets revenge",0,0,1,racism ,"[('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp')]",14,76,5,90
UgjqnGoVqHMItHgCoAEC,this propaganda is so damn high. hillary doesn't even need to rig the elections,"['SuperGamer87 well ... .', 'Wrong', 'Lol you were wrong', 'Going third party , join me damnit .', 'RaptorSquad 😂😂😂']",1,1,11:30:09,10/23/16,donald trump vs. hillary clinton debate cold open - snl,1,0,0,political,"[('do', 'asm')]",14,79,5,19
Ugxw5bqqNhlKTv8OxaR4AaABAg,What a disrespectful idiot. Hope he’s serving decades; one less fucking idiot off the street.,['Ok liberal pussy'],1,1,4:55:44,6/18/19,judge orders suspect to have mouth taped during sentencing,0,0,1,racism ,"[('idiot', 'asm'), ('idiot', 'an'), ('idiot', 'ddp'), ('idiot', 'cds'), ('idiot', 'or'), ('idiot', 'cds'), ('idiot', 'asf'), ('idiot', 'ddp'), ('idiot', 'asm'), ('idiot', 'ps'), ('fuck', 'asm'), ('fuck', 'asm'), ('idiot', 'asm'), ('idiot', 'an'), ('idiot', 'ddp'), ('idiot', 'cds'), ('idiot', 'or'), ('idiot', 'cds'), ('idiot', 'asf'), ('idiot', 'ddp'), ('idiot', 'asm'), ('idiot', 'ps')]",15,93,1,3
UgwDzy4fdG2kZgzA7Dl4AaABAg,Everyone in court to the woman:    You stupid?,['Me too ... She is a bitch but i would fuck'],1,1,10:41:53,3/10/19,judge flips out after getting flipped off,0,0,1,racism ,"[('stupid', 'ddp'), ('stupid', 'or'), ('stupid', 'ddp'), ('stupid', 'cds'), ('stupid', 'cds')]",8,46,1,11
UgxTWjuWKNiH6246_6d4AaABAg,how stupid can people be like this makes me sad were supposed to be coming together and fixing problems but instead bullshit like this is happening,"[""@ Almost Famous are you illiterate or do you have selective reading because `` helly '' never said they were white"", 'I ’ m also white .', '@ Almost Famous because its show that all whites all just racist like the beluga in the video', 'Helly Fillups why do we need to know that you ’ re white ? Answer that', '@ Almost Famous omg stop being so damn problematic . Theres literally nothing wrong with what was said .']",1,1,7:30:19,2/17/19,black man asked to leave his own pool,0,0,1,racism ,"[('stupid', 'ddp'), ('stupid', 'or'), ('stupid', 'ddp'), ('stupid', 'cds'), ('stupid', 'cds'), ('can', 'om'), ('can', 'cds'), ('people', 'cds'), ('people', 'cds'), ('sad', 'is'), ('fix', 'cds'), ('fix', 'qas')]",26,147,5,80
Ugyqtcn1msdCamCcJWZ4AaABAg,I would fuck her silly,"[""It was her sarcastic tone plus if she apologized afterwards he could 've been lenient"", 'I don ’ t think anyone is sticking up for that trashy hoe . The judge is just equally low of a person . Gets way too offended by a word ahah fucking social justice pussy', 'TheArchitect_24 did you ignore the legal analyst who said that this was normal punishment ?', ""You guys are nutcracks . It 's not what she says it 's the way she says it . She clearly needs to have some sort of guilt and respect for standing in the court .""]",1,1,19:06:17,11/19/18,judge flips out after getting flipped off,0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm'), ('silly', 'ddp'), ('silly', 'ddp'), ('silly', 'cds')]",5,22,4,102
UgzjMNO-KmnfAkBsEpx4AaABAg,"Bro the women talking needs to shut the fuck up."" EEEOERROROOROEOEdinwneoeo"" fucking annoying. Get the guy who talks in those trailers and do it.","[""You also ca n't yell `` fire '' in a crowded theater ."", 'That is a very stupid opinion ! You can not say anything you want whenever you want !', ""no , it clearly is n't .""]",1,1,8:36:17,5/19/18,judge flips out after getting flipped off,0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm'), ('fuck', 'asm'), ('fuck', 'asm'), ('do', 'asm')]",24,145,3,38
UgxcGdXz_NZtcnsDQXN4AaABAg,She just didn't behave and was a acting like a shit whore so what?  HOW CAN HE JUST ADD MORE MONEY TO THE TICKET LOL ***ONLY IN AMERICA!***,"[""Yes - the judge had the authority to do everything he did . If you refuse to take your hearing seriously , the court might increase your bond . If you say `` fuck you '' in open court as a response they WILL hold you in contempt .""]",1,1,2:08:45,3/8/18,judge flips out after getting flipped off,0,0,1,racism ,"[('do', 'asm'), ('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp'), ('whore', 'an'), ('whore', 'pr')]",28,139,1,49
Ugykee0Zk66YvdemFz14AaABAg,"What the fuck is wrong with adios? Unprofessional judge, letting his own emotions affect his verdict","[""@ Damian Voiture Maybe , and the judge is a little tyrant . She did n't do anything to prevent the court from operating . Just because she expressed contempt and he felt offended , does n't mean he can hand down a penalty . He is a little dictator and a sadist , and should not have power ."", ""She 's a brat , and needs to learn the hard way ."", 'Michael McFeely I believe she wasn ’ t taking it seriously ... . but that ’ s just my opinion .']",1,1,20:12:07,7/5/19,judge flips out after getting flipped off,0,0,1,racism ,"[('fuck', 'asm'), ('fuck', 'asm'), ('wrong', 'is')]",16,100,3,94
UgzcmDF8j6Y2ad6a7HJ4AaABAg,"I wish Roy hadn’t mocked nudists.  Even if it was to make a very good point about racism and racists, to me his mockery felt like shit flowing downhill where the person who feels picked on picks on somebody else, or some other group, trying to say “I don’t deserve derision but they do!”","['Eva Alam Trevor Noah isn ’ t funny . At all . You want to marry a guy that makes no normal people laugh ? ? ? Maybe you ’ re just fucking abnormal ...', 'Eva Alam Not creepy at all', 'you can marry me , i kinda look like him']",1,1,13:18:09,4/26/18,kanye west ignites a debate about racism,0,0,1,racism ,"[('mock', 'asm'), ('shit', 'an'), ('shit', 'cds'), ('shit', 'ddp'), ('don', 'qas'), ('do', 'asm')]",54,287,3,51
Ugw368feeZNWl-fJGkB4AaABAg,Racist dumbass,"['@ backinBlack likeafuneral you mad bro ? Why are you so racist against white people ? ?', ""@ BrassBashers at least i actually kind of know the full story the woman in the video had to apologize , also the reason why people call this a race issue is because there 's tons of videos of white women following black man around threatening to call the cops when they 're doing nothing wrong stop living in a fantasy , people that do n't disturb anyone can get harassed it happens a lot often than you think , you 're assuming wrong also the guy in the video did n't even call these women racist , yeah you would n't hear that because there 's not a lot of stories of black people following white people around calling the cops , how exactly am I playing the race card , you 're just trying to find every little thing to falsely accuse this black man like white women have been doing for years , stop lying you have no evidence that he was causing trouble , everything you applied in your comment I never said , how exactly am I playing the race card ? You 're playing the ignorant card , and white people are the ones who created the word racism in history if a black person go against white supremacy they was seen as racist , if a black person was n't helping white people white people would see that the black person hates white people , it 's funny everything y'all saying is the opposite of reality , there 's plenty of black men and black women that have been harassed for no reason that 's what racially profiling is , this is what white people used to do deny something is racist when it clearly is and make up some bullshit lies and try to blame the victim ."", ""@ backinBlack likeafuneral you do n't know the full story either , I made an assumption based on generalizations . People that do n't disturb anyone else are n't usually cornered and asked if they are allowed to be in a private area of a neighborhood . So I 'm assuming that this person was causing some sort of trouble and disturbing others at the pool , which is when someone called security . If the roles were reversed you would n't hear a white guy saying he 's being racially profiled by a black cop for checking to see if he is an actual resident of the neighborhood . Keep playing that race card though ."", ""@ BrassBashers y'all like to projected this lie about black people , the women in the video had to apologize , not once did this man call them a racist and if that was the case why did n't she say anything about them being loud he 's probably alone , stop lying on black people , you 're being prejudiced you 're assuming that he 's breaking the rules when you do n't even know the full story , the guy in the video was clearly sitting there minding his own business and he did n't really hesitate to show them his key , y'all love to paint a picture and make this False Image"", ""Yeah but you seem to have a bias too . If this was in a red state the same would happen but the other way around . You know that . You do n't want unbiased reporting , you want reporting on your side .""]",1,1,3:48:56,12/22/18,black man asked to leave his own pool,0,0,1,racism ,"[('dumbass', 'or'), ('dumbass', 'an'), ('dumbass', 'ddp'), ('dumbass', 'asf')]",2,14,5,601
UgyWo9IxjZjVPKf0Wod4AaABAg,There are so many hate comments  by some stupid pricks. Respect each other when you never seen God stop fighting with people for his looks.,"['@ Alpesh K The cutting of the foreskin is call circumcision even Jesus was circumsciced', ""M Mr India was indeed ( and actualy it still is , but less ) beautifull back then ... Yeah , but i guess stupidity make things like `` cut off '' and `` torture '' being said . Or is it because they are realy realy that retarted ? And now its mentioned , if an American would say it they would listen with their mouths open . But yeah they stated as if was `` cut '' ... guess its more of a retart thing 🙃"", ""@ Alpesh K they do n't cut it , it 's the skin only . Are you crazy"", ""@ Alpesh K You know even White Americans do circumcision , and Jewish too . It 's common in the Western world . It prevents disease"", ""@ Oguz Han That 's true even India was beautiful when the Mughals ruled .""]",1,1,11:25:31,1/14/19,the differences between islam and hinduism,0,1,0,religion,"[('comment', 'cds'), ('stupid', 'ddp'), ('stupid', 'or'), ('stupid', 'ddp'), ('stupid', 'cds'), ('stupid', 'cds'), ('prick', 'asm'), ('prick', 'ddp'), ('prick', 'asm'), ('prick', 'cds'), ('people', 'cds'), ('people', 'cds')]",25,139,5,162
UgiUw4a-S4Mc13gCoAEC,A gay Catholic makes as much sense as a black man in the KKK.,"[""@ FLAT EARTH would you care to site scripture with an Athiest ? I 've read the bible as a believer and again as a non believer . As to not take it out of context read the entire passage . Exodus 21 clearly gives rules as to how to buy ( your fellow Hebrew ) and how long they are your property . Also giving you a neat little trick to make them your property forever ( as the alternative is to leave your wife and children behind to remain property of your former master ) . Also beating your slave with a rod is fine as long as you do n't directly beat them to death ; as long as they live at least a few days before dying it 's fine . Whilei site the entirety of the verse so it 's not taken out of context ( as I 've said before to be perfectly redundant ) I 'm sure it 'll be `` taken out of context '' to you . So please let me know in what context is it acceptable to own another human being as property ? As the slave is his money ; to put it biblically"", '@ barry manulow CHOOSING TO GET HELP IS THE FIRST STEP ! ! ! YOUR CHILDISH REASONING IS HUMOROUS ! !', ""@ FLAT EARTH That is a shithouse comparison because 1 . The bible is a magical fairy story and there are no life lessons that can be learned from it . 2 . Fat people do understand that eating a healthy diet would lose weight but they choose not to do so for their own reasons . Often it is addictive disorders that cause people to eat the wrong foods and it has nothing to do with them `` knowing better '' Happy to have educated you a little better on how to think ."", ""@ Mark Clark I completely disagree that those books were written by very wise men or that they were better than any of us here . It is even quite obvious that some of the authors either did n't know what was already written in some of the other books or did n't care as they often contradict direct supposed commands of God when they were written . Why do you think they were better than us ? Afterall , some of the supposed authors and the heroes described within were also murderers . While I will grant that there are some useful nuggets of wisdom within , you can find such things in 1000s or more other books . To quote passages that have no actual wisdom or usefulness outside of it supposedly being from God , is not useful when there is no reason to believe it actually could be from God ."", 'Kim , they were written by very wise men ... ..better than you or I ... ..so why not quote them ?']",1,1,5:36:01,11/5/14,christopher hitchens and andrew sullivan - on gay marriage and christianity,0,1,0,religion,"[('gay', 'om'), ('gay', 'om'), ('gay', 'or'), ('black', 'dmc'), ('black', 'ps'), ('black', 'ps')]",14,61,5,499
UgxrzpiZCbC5bjRTq7N4AaABAg,judge is a faggot,"['monikabutmaybedaisy if you refuse to take your first appearance seriously , while the court is trying to help you by determining if you qualify for a “ free ” attorney courtesy of the tax payer , they might set bail higher than they ordinarily would . If you respond by saying “ fuck you ” in open court , they will hold you in contempt . That ’ s all there is to it', 'monikabutmaybedaisy yes they do', '@ Cheefus Smith how is it a waste of time on her part ? HE kept bringing her back to be petty and childish . People will be ppl.. we need rules when ppl get out of hand but no one should have power like that . Everyone deserves respect ( which judges often don ’ t give even tho they ’ re nothing special ) .. but that doesn ’ t mean someone deserves jail time for being rude you get real .', 'Because there other people waiting here turn and this kind of nonsense wastes everybody ’ s time . Saying “ fuck you ” in open court is disruptive . Get real']",1,1,22:04:19,11/16/19,judge flips out after getting flipped off,0,0,1,racism ,"[('faggot', 'om'), ('faggot', 'or'), ('faggot', 'om')]",4,17,4,193
UgiznuBK8J8T93gCoAEC,laughed my nasty ass off!,"[""CubanExile Says the `` CubanExile ''"", 'Liar liar pants on fire', 'his tax plan includes tax cuts for the wealthy and raises on taxes for the middle class and the poor . Good job', ""CubanExile I do n't get on how choosing one of the elite will end the elitist rule ? Where is the logic in that ? I 'm sure Trump will help the wealthy most , being one of them , and there 's no telling how this dude will deal with foreign affairs . He talks big , how he 's sick of the system , but he does the same BS all the other wealthy people do and evades taxes . I do n't trust another wealthy old school elder white man to look after the needs of the middle class and minorities . And then Clinton is flaky , changes her stances on issues based on circumstance , lies and keeps secrets much , and is your typical politician that ends up doing practically nothing . It 's the worst election of my life and I do n't know whether to vote for Clinton since she can atleast be taken serious somewhat as Head of State to foreign nations , or vote Libertarian on a wasted vote , or just not vote . It 's a conundrum , and both these parties have failed and fucked us over ! \ufeff"", 'My Dad was a BADASS . Taught me the value of earning it , gettin it done , making it better and FAMILY .']",1,1,15:54:39,10/24/16,donald trump vs. hillary clinton third debate cold open - snl,1,0,0,political,"[('nasty', 'dmc'), ('ass', 'om'), ('ass', 'an'), ('ass', 'asm')]",5,25,5,260
UgxUJK0dlDtEXDvJWpp4AaABAg,The bitch deserves it.,"['Stand Alone I giggled my ass off at that ; p', '@ Cheefus Smith dammit ! Lol', 'I think he ’ s married']",1,1,3:53:27,2/18/19,judge flips out after getting flipped off,0,0,1,racism ,"[('bitch', 'pr'), ('bitch', 'an'), ('bitch', 'an')]",4,22,3,23
Ugzf5qPBaQo3_jbj6vJ4AaABAg,"Tweeted 
@YaleCMES @freetofindtruth
So my question is, why is he not doing cross comparisons w the Bible and Jewish Koran? They all have errors. Watch out for dirty politics invasive use of #OrganizedReligion 
https://youtu.be/8yMD99gyr14","[""What 's a guran ? And did your pedophile murderer aka Muhammad know that the sky is n't a ceiling ? Poor stupid guy""]",1,1,15:36:05,10/13/19,the scientific mistakes of the quran,0,1,0,religion,"[('do', 'asm'), ('cross', 'ps'), ('cross', 'svp'), ('cross', 'cds'), ('dirty', 'dmc')]",34,238,1,24
UgirKDrGkK5WgXgCoAEC,"what do you expect from a show run by jews?
they couldn't give a fuck about you and i.","[""@ natkiss\u200b Then why do n't we just award electors proportionally , instead of our stupid `` winner-take-all '' system ? Or at least have an elective per congressional district.\ufeff"", ""Mason D. Hoyt That is actually exactly why the electoral college is in place . Just cuz California has the greatest population does n't mean it should be able to control who the president of the whole country will be ."", ""Hillary Clinton won the popular vote by several hundred thousand . She lost the electoral vote . That 's only happened four other times . Again , one of the reasons the electoral college is fucked ."", ""Commander Shepard have a good laugh . now we will see if he can handle the job . I want to be made , but since he got the popular vote , I 'm willing to accept the will of the people . in Donald . was it closest racist that showed up to support him , or working whites who did n't think they got their share . that 's what I want to know .""]",1,1,12:21:50,11/9/16,donald trump vs. hillary clinton third debate cold open - snl,1,0,0,political,"[('do', 'asm'), ('jews', 'ps'), ('fuck', 'asm'), ('fuck', 'asm')]",19,86,4,185
Uggq-WXubEeJy3gCoAEC,It was the Republican debate there was no need to bad lip read this because they already sounded stupid.,"[""Look what your damn so called . `` President '' has done musket"", 'But he did absolutely nothing for 8 years ... ..', '@ MrDavondrick I pray to God none of these incompetent fools get elected to the presidency or else all hope is lost .']",1,1,10:16:32,8/26/15,first republican debate highlights: 2015,1,0,0,political,"[('bad', 'dmc'), ('bad', 'ddf'), ('lip', 'cds'), ('stupid', 'ddp'), ('stupid', 'or'), ('stupid', 'ddp'), ('stupid', 'cds'), ('stupid', 'cds')]",19,104,3,46
Ugi_3m_rVwHW0HgCoAEC,Hahaha hilarious! I love how they made light of that fact that Bill Clinton is a rapist and Trump brought three of his RAPE victims to the debate! Haha! Rape is not serious at all and it's totally okay if Bill Clinton does it and Hillary covers it up!,"[""@ Omega Prophet Impersonating a man ofmgod is hard . Larry david 's bernie sanders impression sucks"", '@ Trash .Boat It is horrible . It his hard to impersonate a man of God as well , many try , none succeed .', ""@ Omega Prophet i mean alec 's trump impersonation was pretty good"", 'Impersonating an antichrist is not easy job nor a job many want .', 'UnionJames No politician is nearly as robotic as Hillary ... .. Or has had so many conspiracies or has got away with perjury']",1,1,8:23:44,10/16/16,donald trump vs. hillary clinton town hall debate cold open - snl ,1,0,0,political,"[('love', 'asm'), ('rapist', 're'), ('do', 'asm')]",49,251,5,90
